"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1255","should sort products A to Z","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1129","should have default sort as A-Z","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","11401","should remove single product from cart","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Remove from Cart Operations","ui/products/products.spec.ts","",""
"","1615","should show checkout button with items","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Empty Cart Scenarios","ui/cart/cart.spec.ts","",""
"","1553","should navigate to product detail","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","23","should get all todos","chromium","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","1332","should add product by index","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1279","should show confirmation message","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1272","should display empty cart correctly","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Empty Cart Scenarios","ui/cart/cart.spec.ts","",""
"","1176","User #3 - login test (problem_user)","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login with Multiple Users @smoke","ui/auth/loginWithDDT.spec.ts","",""
"","11653","should update cart badge when adding items","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1369","should add all items","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Add Items to Cart","ui/cart/cart.spec.ts","",""
"","1483","should have correct product details","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1789","should decrement cart badge when removing","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Remove from Cart Operations","ui/products/products.spec.ts","",""
"","1365","should display page title","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1254","should display item names","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","486","download file and read content","chromium","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1757","should show product description in cart","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Item Details","ui/cart/cart.spec.ts","",""
"","1374","should be case sensitive","webkit","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","967","download file and verify","webkit","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1150","should display product prices correctly","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1823","should show quantity for multiple items","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1580","should fill fields separately","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1265","should verify item count","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","1802","should show error for missing postal code","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1776","should add product by index","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","102","should get completed todos","Mobile Chrome","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","1278","should login with visual user","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","1718","should decrement cart badge when removing","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Remove from Cart Operations","ui/products/products.spec.ts","",""
"","1127","should show error for empty password","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Empty Field Validation","ui/auth/login.spec.ts","",""
"","44","should create a new post","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","1138","should continue shopping from cart","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Navigation","ui/cart/cart.spec.ts","",""
"","1176","should sort products A to Z","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1167","should have correct product count","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1292","should calculate tax correctly","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1356","should add single item","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Add Items to Cart","ui/cart/cart.spec.ts","",""
"","1613","should change button to Remove after adding","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1484","should display all product prices","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1472","should display product descriptions","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1074","User #4 - login test (invalid_user)","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login with Multiple Users @smoke","ui/auth/loginWithDDT.spec.ts","",""
"","11396","should login with performance glitch user","webkit","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","1332","should reject XSS attempts","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1231","should verify item count","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","1307","should show confirmation message","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1012","handle download failure","webkit","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","108","should get completed todos","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","1498","should cancel from checkout","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","1392","should have correct product details","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1431","should continue shopping from cart","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Navigation","ui/cart/cart.spec.ts","",""
"","1870","should accept special characters in names","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1237","should navigate to product detail","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","1278","should show error for missing last name","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1240","should continue shopping from cart","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Navigation","ui/cart/cart.spec.ts","",""
"","2189","single file upload","Mobile Safari","2026-01-15","failed","2026-01-15","File download tests","ui/file-operations/download.spec.ts","",""
"","1177","should display empty cart correctly","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Empty Cart Scenarios","ui/cart/cart.spec.ts","",""
"","1738","should change button to Remove after adding","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","619","handle download failure","firefox","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1353","should reject SQL injection attempts","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1183","should show correct cart badge count","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Calculations","ui/cart/cart.spec.ts","",""
"","1705","should have visible product container","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","21","should get single user by ID","firefox","2026-01-15","passed","2026-01-15","JSONPlaceholder - Users Tests","api/jsonplaceholder.spec.ts","",""
"","1318","should display page title","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1638","should display product prices correctly","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","2342","single file upload","webkit","2026-01-15","failed","2026-01-15","File download tests","ui/file-operations/download.spec.ts","",""
"","1203","should display item details correctly","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Item Details","ui/cart/cart.spec.ts","",""
"","1151","should display all product names","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","2022","should accept various postal code formats","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1807","should add multiple items","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Add Items to Cart","ui/cart/cart.spec.ts","",""
"","1813","should verify item count","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","23","should get single user by ID","webkit","2026-01-15","passed","2026-01-15","JSONPlaceholder - Users Tests","api/jsonplaceholder.spec.ts","",""
"","1320","should sort products Z to A","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1741","should show error for missing last name","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1138","should show error for empty username","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Empty Field Validation","ui/auth/login.spec.ts","",""
"","2460","should purchase multiple products","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > End-to-End Scenarios","ui/checkout/checkout.spec.ts","",""
"","1280","should calculate total correctly","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1253","should show quantity for multiple items","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1628","should show confirmation message","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1442","should remove from cart page","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1809","should show error for missing first name","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1718","should add single item","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Add Items to Cart","ui/cart/cart.spec.ts","",""
"","1716","should navigate to product detail","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","2656","should purchase multiple products","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > End-to-End Scenarios","ui/checkout/checkout.spec.ts","",""
"","1353","User #4 - login test (invalid_user)","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login with Multiple Users @smoke","ui/auth/loginWithDDT.spec.ts","",""
"","1198","should add single product to cart","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1271","should verify total matches subtotal plus tax","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","1256","User #1 - login test (standard_user)","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login with Multiple Users @smoke","ui/auth/loginWithDDT.spec.ts","",""
"","1636","should verify product in cart","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","1856","should complete order successfully","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","7345","should login with performance glitch user","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","105","should get all albums","firefox","2026-01-15","passed","2026-01-15","JSONPlaceholder - Album & Photos Tests","api/jsonplaceholder.spec.ts","",""
"","1160","should remove from cart page","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1853","should cancel from checkout","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","2955","single file upload","chromium","2026-01-15","failed","2026-01-15","File download tests","ui/file-operations/download.spec.ts","",""
"","1171","should cancel from checkout","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","1561","should dismiss error message","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1951","should show error for all fields empty","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","7393","should login with standard user","webkit","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","1215","should verify cart contents","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","1984","should logout successfully","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > User Menu","ui/products/products.spec.ts","",""
"","1777","should add single product to cart","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","33","should delete a post","Mobile Chrome","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","1797","should calculate total correctly","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1256","should verify total matches subtotal plus tax","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","23","should get single user by ID","Mobile Chrome","2026-01-15","passed","2026-01-15","JSONPlaceholder - Users Tests","api/jsonplaceholder.spec.ts","",""
"","26","should delete a post","webkit","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","1180","should add multiple products to cart","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1452","should sort products A to Z","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1219","should show checkout button with items","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Empty Cart Scenarios","ui/cart/cart.spec.ts","",""
"","1768","should show quantity for multiple items","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1243","should display shipping information","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","1379","should have default sort as A-Z","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1607","should remove all items","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1101","should continue shopping from cart","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Navigation","ui/cart/cart.spec.ts","",""
"","1796","should go back to cart","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","1099","should display product names correctly","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1325","should complete entire purchase flow","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > End-to-End Scenarios","ui/checkout/checkout.spec.ts","",""
"","1234","should go back to cart","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","1946","should show error for missing first name","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1963","should display all product names","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1691","should display product descriptions","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
